pesanan,pesanan
nya,nya
ok,ok
yg,yang
pelapak,pelapak
sy,saya
blm,belum
pengiriman,pengiriman
bukalapak,Bukalapak
dikirim,dikirim
tgl,tanggal
sdh,sudah
jne,JNE
tagihan,tagihan
terimakasih,terima kasih
udah,sudah
tp,tapi
ga,tidak
sampe,sampai
gak,tidak
tdk,tidak
sya,saya
gimana,bagaimana
penjual,penjual
barangnya,barangnya
dr,dari
nomer,nomor
png,png
diterima,diterima
bantuannya,bantuannya
pembayaran,pembayaran
pembelian,pembelian
menunggu,menunggu
respon,respons
url,URL
gan,gan
mba,mbak
makasih,terima kasih
ko,kok
soalnya,soalnya
hubungi,hubungi
dgn,dengan
pembeli,pembeli
blum,belum
udh,sudah
tersebut,tersebut
belom,belum
katanya,katanya
brg,barang
klo,kalau
bantuan,bantuan
menerima,menerima
sekali,sekali
melakukan,melakukan
blom,belum
tujuan,tujuan
nunggu,menunggu
menghubungi,menghubungi
sesuai,sesuai
gk,tidak
skrg,sekarang
pake,pakai
utk,untuk
menggunakan,menggunakan
admin,admin
dikembalikan,dikembalikan
dibantu,dibantu
nyampe,sampai
gmn,bagaimana
resinya,resinya
kembalikan,kembalikan
yah,yah
transaksinya,transaksinya
trimakasih,terima kasih
krn,karena
smpai,sampai
sedangkan,sedangkan
dulu,dulu
infonya,infonya
karna,karena
trima,terima
statusnya,statusnya
pelapaknya,pelapaknya
diproses,diproses
secepatnya,secepatnya
knp,kenapa
tpi,tapi
melalui,melalui
bs,bisa
orderan,orderan
gosend,Gosend
ditunggu,ditunggu
jakarta,Jakarta
setelah,setelah
kemaren,kemarin
jpeg,jpeg
dg,dengan
dri,dari
seharusnya,seharusnya
jd,jadi
jawaban,jawaban
ny,nya
terkirim,terkirim
sebelumnya,sebelumnya
jnt,JNT
berarti,berarti
tsb,tersebut
ternyata,ternyata
pengirimannya,pengirimannya
tks,terima kasih
yaa,ya
wib,WIB
harusnya,harusnya
seminggu,seminggu
trus,terus
nmr,nomor
gini,gini
td,tadi
online,online
menurut,menurut
pesenan,pesanan
menanyakan,pesenan
:),:)
dibatalkan,dibatalkan
keterangan,dibatalkan
dimana,keterangan
kiriman,dimana
batalkan,kiriman
pesen,batalkan
tlp,pesen
smpe,sampai
rp,Rp
gitu,begitu
penerima,penerima
sebelum,sebelum
biasanya,biasanya
jpg,jpg
pemesanan,pemesanan
laporan,laporan
berubah,berubah
informasinya,informasinya
gmna,bagaimana
caranya,caranya
brang,barang
terkait,terkait
skrng,sekarang
mengirim,mengirim
terakhir,terakhir
maksudnya,maksudnya
bukadompet,Bukadompet
akulaku,Akulaku
mksh,terima kasih
sebagai,sebagai
dihubungi,dihubungi
kejelasan,kejelasan
pengembalian,pengembalian
smp,sampai
mengenai,mengenai
lakukan,lakukan
pemberitahuan,pemberitahuan
telp,telepon
solusinya,solusinya
mengirimkan,mengirimkan
membatalkan,membatalkan
dicek,dicek
mikha,Mikha
jgn,jangan
feb,Februari 
lanjuti,lanjuti
msh,masih
tlg,tolong
sebentar,sebentar
merasa,merasa
nggak,tidak
sms,SMS
selanjutnya,selanjutnya
terlalu,terlalu
konfirmasinya,konfirmasinya
tertera,tertera
membantu,membantu
thx,terima kasih
dikirimkan,dikirimkan
uangnya,uangnya
pengirim,pengirim
membeli,membeli
brp,berapa
mhn,mohon
rayyan,Rayyan
pelanggan,pelanggan
koq,kok
tiki,tiki
no.transaksi,nomor transaksi
jga,juga
kmrn,kemarin
tertulis,tertulis
tuh,tuh
loh,loh
pembelianmu,pembelianmu
ongkir,ongkir
rabu,Rabu
disini,disini
pembatalan,pembatalan
tanyakan,tanyakan
knpa,kenapa
gw,gue
iyaa,iya
ngga,tidak
memesan,memesan
masalahnya,masalahnya
merespon,merespon
nanya,nanya
pdhl,padahal
kepastian,kepastian
bantuanya,bantuannya
mendapatkan,mendapatkan
sadewa,Sadewa
tq,terima kasih
pelayanan,pelayanan
tangan,tangan
sampainya,sampainya
dibayar,dibayar
surabaya,Surabaya
balasan,balasan
kesalahan,kesalahan
donk,dong
disuruh,disuruh
kemana,kemana
baiklah,baiklah
adora,Adora
tagihannya,tagihannya
trx,transaksi
nyampai,sampai
berbeda,berbeda
tanggapan,tanggapan
lgi,lagi
okee,ok
alasan,alasan
hri,hari
bukalapak.android.png,bukalapak.android.png
expedisi,ekspedisi
berhasil,berhasil
kpn,kapan
dlm,dalam
jawabannya,jawabannya
trs,terus
alamatnya,alamatnya
dateng,datang
direspon,direspon
terjadi,terjadi
cepet,cepat
dilakukan,dilakukan
kurirnya,kurirnya
sm,sama
namanya,namanya
selama,selama
menjadi,menjadi
penjualnya,penjualnya
berupa,berupa
dirumah,dirumah
iyah,iya
offline,offline
secara,secara
dananya,dananya
indomaret,Indomaret
bgt,banget
memberikan,memberikan
dicancel,dibatalkan
berikut,berikut
lom,belum
mendapat,mendapatkan
org,orang
sekitar,sekitar
bsa,bisa
knapa,kenapa
meminta,meminta
responnya,responsnya
ksh,kasih
semoga,semoga
kedua,kedua
brng,barang
sdah,sudah
ditindak,ditindak
membayar,membayar
prosesnya,prosesnya
batalin,batalkan
silahkan,silahkan
penjelasan,penjelasan
pengecekan,pengecekan
mbk,mbak
jawa,Jawa
no.resi,nomor resi
jl,jalan
ngak,tidak
rina,Rina
rw,RW
paketan,paketan
dtg,datang
ngirim,mengirim
gimna,bagaimana
lho,loh
memakai,memakai
gunakan,gunakan
paketnya,paketnya
sepertinya,sepertinya
dibalas,dibalas
percepat,percepat
bener,benar
klu,kalau
kmren,kemarin
mengecewakan,mengecewakan
bekasi,bekasi
berikan,berikan
dirugikan,dirugikan
diantar,diantar
penipuan,penipuan
layanan,layanan
penerimaan,penerimaan
bca,bca
ane,saya
dapet,dapat
perubahan,perubahan
pengganti,pengganti
tdi,tadi
notif,notifikasi
sameday,Sameday
kelamaan,kelamaan
mengapa,mengapa
lainnya,lainnya
aj,saja
aq,aku
tlong,tolong
kirimkan,kirimkan
okey,ok
dikarenakan,dikarenakan
tangerang,Tangerang
diberikan,diberikan
nerima,terima
kk,kakak
trmksh,terima kasih
dh,sudah
kabarnya,kabarnya
pesanannya,pesanannya
samapai,sampai
sudh,sudah
diatas,diatas
setiap,setiap
konfirm,konfirmasi
bsk,besok
apapun,apapun
pertanyaan,pertanyaan
krm,kirim
bermasalah,bermasalah
klw,kalau
kirimnya,kirimnya
memilih,memilih
jualan,jualan
penjelasannya,penjelasannya
gmana,bagaimana
balikin,kembalikan
pdhal,padahal
mhon,mohon
engga,tidak
tggu,tunggu
kelanjutan,kelanjutan
skr,sekarang
nyampek,sampai
pke,pakai
krna,karena
fitur,fitur
sma,sama
mencari,mencari
makasi,terima kasih
dipercepat,dipercepat
hubungin,hubungi
jdi,jadi
dikonfirmasi,dikonfirmasi
percuma,percuma
skarang,sekarang
gx,tidak
secepat,secepat
diambil,diambil
tu,itu
sifatnya,sifatnya
batam,Batam
ud,sudah
sicepat,Sicepat
drivernya,driver-nya
dn,dananya
gtu,begitu
bgmn,bagaimana
sblm,sebelum
kecamatan,kecamatan
trm,terima
mksih,terima kasih
sebenarnya,sebenarnya
pesana,pesana
disitu,disitu
pilihan,pilihan
dmn,dimana
diteruskan,diteruskan
komplen,komplain
emailnya,emailnya
iy,iya
no.tagihan,nomor tagihan
mnta,minta
dikasih,dikasih
infokan,infokan
kmrin,kemarin
dipakai,dipakai
diganti,diganti
ditindaklanjuti,ditindaklanjuti
baiknya,baiknya
sebesar,sebesar
mulu,terus-menerus
samapi,sampai
mna,mana
mengalami,mengalami
mw,mau
. .,. .
bertanggung,bertanggung
bertanya,bertanya
dibukalapak,di Bukalapak
bri,BRI
jm,jam
rmh,rumah
bukalapak.com,bukalapak.com
artinya,artinya
keluhan,keluhan
kmaren,kemarin
waktunya,waktunya
sampaikan,sampaikan
spt,seperti
bisakah,bisakah
dibuka,dibuka
perkembangan,perkembangan
menyatakan,menyatakan
memberi,memberi
permasalahan,permasalahan
tindakan,tindakan
skrang,sekarang
nyasar,tersesat
alfamart,Alfamart
ditransfer,ditransfer
bernama,bernama
tf,transfer
terdekat,terdekat
mengambil,mengambil
yaaa,ya
berada,berada
membalas,membalas
grabnya,Grab-nya
kerjasamanya,kejelasannya
dkirim,dikirim
lbh,lebih
dlu,dulu
pencairan,pencarian
bkn,bukan
semarang,Semarang
sj,saja
dilacak,dilacak
ribet,repot
pembayarannya,pembayarannya
diminta,diminta
masukan,masukan
mlm,malam
lwt,lewat
penjualan,penjualan
ekspedisinya,ekspedisinya
mengajukan,mengajukan
dijawab,dijawab
telfon,telfon
merugikan,merugikan
brgnya,barangnya
tokonya,tokonya
terlanjur,terlanjur
kendalanya,kendalanya
klau,kalau
kmarin,kemarin
mengatakan,mengatakan
membuat,membuat
byr,bayar
masi,masi
mengkonfirmasi,mengkonfirmasi
kelanjutannya,kelanjutannya
membutuhkan,membutuhkan
msih,masih
psanan,pesanan
melihat,melihat
pngiriman,pengiriman
dibaca,dibaca
digunakan,digunakan
dl,dulu
lanjutnya,lanjutnya
sehari,sehari
informasikan,informasikan
semalam,semalam
ngk,tidak
tetep,tetap
ditemukan,ditemukan
tlng,tolong
kejadian,kejadian
tranfer,transfer
skg,sekarang
mengecek,mengecek
ohh,oh
ditentukan,ditentukan
kec,kec
melewati,melewati
sekrang,sekarang
terdaftar,terdaftar
dilihat,dilihat
:(,:(
mengganti,mengganti
trf,transfer
carikan,carikan
berdasarkan,berdasarkan
mencoba,mencoba
penerimanya,penerimanya
dicarikan,dicarikan
menjawab,menjawab
kesepakatan,kesepakatan
takutnya,takutnya
nmor,nomor
jadinya,jadinya
kejelasannya,kejelasannya
memuaskan,memuaskan
tlpn,telepon
jwb,jawab
ttp,tutup
sekian,sekian
cantumkan,cantumkan
jln,jalan
wktu,waktu
mengerti,mengerti
pesananku,pesanan ku
bni,BNI
melebihi,melebihi
nnti,nanti
dtng,datang
hasilnya,hasilnya
okeh,ok
jkt,Jakarta
perkiraan,perkiraan
e-mail,e-mail
bls,balas
selesaikan,selesaikan
gmail,Gmail
gpp,tidak apa-apa
bukabantuan,Bukabantuan
brapa,berapa
dikirm,dikirim
ndak,tidak
ato,atau
terhadap,terhadap
cb,coba
sd,sampai dengan
yth,yth
misalkan,misalkan
pengen,pengen
kog,kok
penyelesaian,penyelesaian
ngerti,mengerti
berkali,berkali
tulisan,tulisan
lapaknya,lapaknya
menyelesaikan,menyelesaikan
pdahal,padahal
cashback,cashback
ekpedisi,berharap
berharap,berharap
satunya,satunya
terimaksih,sebelah
sebelah,sebelah
depok,memberi
ngasih,Bukalapak-nya
bukalapaknya,diselesaikan
diselesaikan,diselesaikan
distatus,distatus
cpt,diangkat
diangkat,diangkat
akhirnya,akhirnya
penipu,penipu
slmt,selamat
keterlambatan,keterlambatan
kerumah,kerumah
handphone,handphone
kadaluarsa,kedaluwarsa
melaporkan,melaporkan
go-send,Gosend
mb,mbak
aduh,aduh
rugikan,rugikan
cairkan,cairkan
kaka,kakak
keterima,keterima
nmer,nomor
atw,atau
bali,Bali
trnsaksi,transaksi
terbaru,terbaru
kesulitan,kesulitan
estimasinya,estimasinya
selaku,selaku
terlebih,terlebih
senilai,senilai
yaudah,ya sudah
catatan,catatan
dng,dong
ngecek,periksa
inbox,inbox
sampi,sampai
nyatanya,nyatanya
blg,bilang
tdak,tidak
tnya,tanya
kredivo,Kredivo
indomart,Indomart
tercantum,tercantum
nga,tidak
bukannya,bukannya
kpan,kapan
dp,DP
memproses,memproses
laen,lain
ditempat,ditempat
ttg,tentang
mengembalikan,mengembalikan
semuanya,semuanya
kemungkinan,kemungkinan
internet,internet
pelayanannya,pelayanannya
setatus,status
sellernya,seller-nya
dibawa,dibawa
okk,ok
kepencet,kepencet
bgtu,begitu
samsung,Samsung
mkasih,terima kasih
janjinya,janjinya
misalnya,misalnya
menemukan,menemukan
ap,apa
berbelanja,berbelanja
mslh,masalah
kepelapak,ke pelapak
bpk,bapak
bagian,bagian
yh,yah
jum'at,jumat
kbr,kabar
sayah,saya
ats,atas
dinyatakan,dinyatakan
silakan,silakan
terimah,terima
kab,kabupaten
keterangannya,keterangannya
ditanggapi,ditanggapi
terputus,terputus
dituju,dituju
perbaiki,perbaiki
tentukan,tentukan
kpd,kepada
pencarian,pencarian
datangnya,datangnya
perhatiannya,perhatiannya
brarti,berarti
chek,check
bilangnya,bilangnya
iyaaa,iya
komfirmasi,konfirmasi
bgm,bagaimana
kalinya,kalinya
lunasi,lunasi
menerimanya,menerimanya
dipesan,dipesan
atm,ATM
kebetulan,kebetulan
ukuran,ukuran
diorder,diorder
kenyataannya,kenyataannya
konfirmasikan,konfirmasikan
jawabnya,jawabnya
bsok,besok
siapp,siap
debora,Debora
gojeknya,gojeknya
mesen,mesen
ne,ne
ng,ng
perhatian,perhatian
app,app
pengaduan,pengaduan
lgsg,langsung
termasuk,termasuk
confirmasi,konfirmasi
terkonfirmasi,terkonfirmasi
ajah,saja
ditolak,ditolak
pcs,pcs
butuhkan,butuhkan
tertahan,tertahan
sbg,sebagai
mengetahui,mengetahui
terhitung,terhitung
kerjasama,kerjasama
direfund,di-refund
tnggu,tunggu
bru,baru
kaga,tidak
alamt,alamat
chatnya,chat-nya
dibilang,dibilang
tmpt,tempat
slamat,selamat
permintaan,permintaan
:d,:d
hrus,harus
ditulis,ditulis
dibales,dibalas
br,baru
gabisa,tidak bisa
intinya,intinya
pengirimnya,pengirimnya
dichat,di-chat
sebulan,sebulan
teruskan,teruskan
pengirimanya,pengirimannya
merubah,merubah
bbrp,beberapa
disimpan,disimpan
sampay,sampai
seandainya,seandainya
temukan,temukan
dibutuhkan,dibutuhkan
untk,untuk
disana,disana
laporkan,laporkan
laporannya,laporannya
acc,acc
nomornya,nomornya
memasukkan,memasukkan
screenshot,screenshot
gimn,bagaimana
menginformasikan,menginformasikan
lucas,Lucas
mengingat,mengingat
disampaikan,disampaikan
tersedia,tersedia
kepercayaan,kepercayaan
wkt,waktu
redmi,Redmi
msk,masuk
soalny,soalnya
kebijakan,kebijakan
kyk,seperti
xpress,express
bagaimna,bagaimana
ja,ya
ksih,kasih
menuju,menuju
diinfokan,diinfokan
dicairkan,dicairkan
pedagang,pedagang
maap,maaf
cirebon,Cirebon
trimakasi,terima kasih
sekalian,sekalian
maksih,terima kasih
urusan,urusan
dibatalin,dibatalkan
mempercepat,mempercepat
haloo,hai
expres,express
dipake,dipakai
tv,TV
memiliki,memiliki
nie,nih
dijanjikan,dijanjikan
tahapan,tahapan
jelaskan,jelaskan
mksdnya,maksudnya
mengantar,mengantar
masukin,memasukkan
menelpon,menelepon
ketentuan,ketentuan
bersangkutan,bersangkutan
kesini,kesini
aceh,Aceh
ajukan,ajukan
wilian,Wilian
adanya,adanya
tulisannya,tulisannya
lcd,LCD
skali,sekali
ordernya,ordernya
nympe,sampai
nipu,menipu
owh,oh
seharga,seharga
dipickup,diambil
dipelapak,di pelapak
memasukan,memasukan
mmg,memang
makassar,Makassar
okeee,ok
xl,XL
lma,lama
diluar,diluar
tlpon,telepon
pesannya,pesannya
dibalikin,dibalikan
apr,apr
nyangkut,tersangkut
ktnya,katanya
emng,memang
lu,lu
ilang,hilang
ngapain,buat apa
berikutnya,berikutnya
dikrim,dikrim
pokoknya,pokoknya
ditanya,ditanya
penanganan,penaganan
tgu,tunggu
kira-kira,kira-kira
merk,merek
bertransaksi,bertransaksi
ntar,nanti
ataupun,ataupun
melacak,melacak
lampirkan,lampirkan
tidk,tidak
denpasar,Denpasar
seharus,seharus
pulsanya,pulsanya
nggk,tidak
harganya,harganya
berulang,berulang
perjalanan,perjalanan
kabari,kabari
xiaomi,Xiaomi
keberadaan,keberadaan
tokopedia,Tokopedia
mn,mana
sdg,sedang
stts,status
bpjs,BPJS
alasannya,alasannya
pembeliannya,pembeliannya
tanggapannya,tanggapannya
tambahan,tambahan
setuju,setuju
barng,barang
gangguan,gangguan
february,Februari
bnyk,banyak
bayarkan,bayarkan
ngomong,bicara
perjanjian,perjanjian
bosku,bosku
tggl,tanggal
kayaknya,sepertinya
malem,malam
tujuannya,tujuannya
aturan,aturan
kmi,kami
aduan,aduan
gg,tidak
terlambat,terlambat
buktinya,buktinya
mencantumkan,mencantumkan
bukunya,bukunya
yach,yah
mf,maaf
asus,Asus
bg,bagi
masukkan,masukkan
bln,bulan
febuari,Februari
berusaha,berusaha
dirubah,dirubah
samanya,samanya
diberi,diberi
bli,beli
pesananan,pesanan
sidoarjo,Sidoarjo
ktanya,katanya
struk,resi
sist,mbak
pkl,pkl
sayaa,saya
nomernya,nomornya
ditahan,ditahan
tranksaksi,transaksi
digudang,digudang
dikirimnya,dikirimnya
byar,bayar
terlacak,terlacak
kelurahan,kelurahan
kesaya,kesaya
mengantarkan,mengantarkan
dkrm,dikirim
bekerja,berkerja
trimaksih,terima kasih
menanggapi,menanggapi
ahmad,Ahmad
ongkirnya,ongkirnya
serumah,serumah
ooo,oh
sipelapak,si pelapak
slalu,selalu
lazada,Lazada
:p,:p
janjikan,janjikan
dibayarkan,dibayarkan
pertanggung,pertanggung
nyaa,nya
dimasukkan,dimasukkan
nanyain,menanyakan
pemesan,pemesan
pemilik,pemilik
banten,Banten
menulis,menulis
penyelesaiannya,penyelesaiannya
dikatakan,dikatakan
hehe,hehe
nyari,mencari
pekanbaru,Pekan Baru
harapan,harapan
penggantian,penggantian
alihkan,alihkan
kehilangan,kehilangan
tk,tidak
deket,dekat
sperti,seperti
pengantaran,pengantaran
pastikan,pastikan
kmbali,kembali
rasakan,rasakan
rb,ribu
awalnya,awalnya
sebaiknya,sebaiknya
diperbaiki,diperbaiki
screenshoot,screenshot
kabarin,kabari
segini,segini
sttus,status
menjelaskan,menjelaskan
pembelinya,pembelinya
telkomsel,Telkomsel
belm,belum
nungguin,menunggu
seharian,seharian
blanja,belanja
brpa,berapa
nh,nih
terpotong,terpotong
nunggunya,menunggunya
konfir,konfirmasi
ajh,saja
ketempat,ketempat
tindaklanjuti,tindaklanjuti
transakasi,transaksi
bergerak,bergerak
menyampaikan,menyampaikan
pelaporan,pelaporan
kepastiannya,kepastiannya
nyampenya,sampainya
ket,ket
tny,tanya
mnt,minta
pengalaman,pengalaman
dilapak,dilapak
ybs,ybs
xiomi,Xiaomi
menolak,menolak
nelpon,menelepon
kq,kok
transksi,transaksi
menjual,menjual
diemail,diemail
honda,Honda
keadaan,keadaan
traking,tracking
sprti,seperti
mksd,maksud
byk,banyak
emg,memang
almt,alamat
pengantar,pengantar
sampenya,sampainya
msuk,masuk
lngsung,langsung
chatt,chat
pakek,pakai
meskipun,meskipun
brrti,berarti
kenyataan,kenyataan
mengubah,mengubah
jt,juta
oya,oh iya
smua,semua
yng,yang
diupdate,di-update
anter,antar
oo,oh
nambah,bertambah
barangny,barangnya
tg,tg
smpi,sampai
terimakasi,terima kasih
ngambil,mengambil
iphone,Iphone
tnggl,tinggal
bersama,bersama
memantau,memantau
sblmnya,sebelumnya
diaplikasi,diaplikasi
dijakarta,di Jakarta
ucapkan,ucapkan
terbayar,terbayar
tai,tahi
tanggapi,tanggapi
kalu,kalau
mestinya,mestinya
stlh,setelah
dki,DKI
sony,Sony
dikantor,dikantor
kedatangan,kedatangan
traksaksi,transaksi
nantinya,nantinya
usahakan,usahakan
karawang,Karawang
katy,katy
nom,nomornya
kel,kel
co.id,co.id
dmna,di mana
kompirmasi,komfirmasi
bgaimana,bagaimana
berlaku,berlaku
jnenya,JNE-nya
bgini,begini
keburu,keburu
bnyak,banyak
ditujuan,ditujuan
ditanyakan,ditanyakan
ktp,KTP
yahh,yah
cmn,cuman
patokan,patokan
dimaksud,dimaksud
balesan,balasan
ditangani,ditangani
dibuat,dibuat
bukankah,bukankah
terselesaikan,terselesaikan
dihari,di hari
sbntr,sebentar
kirm,kirim
nomr,nomor
pergantian,pergantian
lha,lha
pengguna,pengguna
belun,belum
google,google
dibeli,dibeli
sebuah,sebuah
brangnya,barangnya
refound,refund
mencairkan,mencairkan
langganan,langganan
cimb,CIMB
kerugian,kerugian
olshop,online shop
stelah,setelah
jb,jb
pengecekannya,pengecekannya
tungu,tunggu
nyah,nya
sgt,sangat
palembang,Palembang
dngn,dengan
akalan,akalan
dapatkan,dapatkan
dtang,datang
menipu,menipu
kp,kp
kluar,keluar
bgitu,begitu
adakah,adakah
tanggerang,Tangerang
bntar,sebentar
terimkasih,terima kasih
sulawesi,Sulawesi
seberapa,seberapa
jls,jelas
isinya,isinya
sarankan,sarankan
ceklis,centang
jogja,Jogja
cust,customer
terhubung,terhubung
gosendnya,Gosend-nya
terkendala,terkendala
memastikan,memastikan
almat,alamat
mlh,malah
tanyain,tanyakan
lanjutan,lanjutan
dkrim,dikirm
sampai-sampai,sampai-sampai
sejumlah,sejumlah
dicantumkan,dicantumkan
m-transfer,m-transfer
cilegon,Cilegon
tulungagung,Tulungagung
gamau,tidak mau
ngirimnya,kirimnya
dianggap,dianggap
berati,berati
itikad,niat
psn,pesan
maunya,maunya
sekedar,sekadar
kirain,mengira
haduh,duh
pesanana,pesanan
temen,teman
petunjuk,petunjuk
msalah,masalah
pket,paket
kenpa,kenapa
tangal,tanggal
lanjutin,lanjutkan
pergerakan,pergerakan
beserta,beserta
diperpanjang,diperpanjang
cicilan,cicilan
akn,akan
chating,chating
tida,tidak mau
perusahaan,perusahaan
setengah,setengah
hpnya,HP-nya
pesananya,pesananya
tangani,tangani
kerjaan,kerjaan
mengcancel,membatalkan
apaan,apaan
dikenal,dikenal
expedisinya,ekspedisinya
malahan,malahan
az,saja
transfernya,transfernya
pc,PC
idr,IDR
diinformasikan,diinformasikan
teguran,teguran
mengganggu,mengganggu
kiranya,kiranya
tksh,terima kasih
responya,responnya
ditracking,di-tracking
melanjutkan,melanjutkan
petugas,petugas
hnya,hnya
kasian,kasian
terpaksa,terpaksa
aplikasinya,aplikasinya
jaminan,jaminan
agan,agan
taunya,taunya
perhatikan,perhatikan
nyesel,menyesal
berhubung,berhubung
diubah,diubah
sby,Surabaya
kedepannya,kedepannya
gi,gi
berkomunikasi,berkomunikasi
hbungi,hubungi
lenovo,Lenovo
orng,orang
feedbacknya,feedback-nya
harinya,harinya
cxl,CXL
banjarmasin,Banjarmasin
ditipu,ditipu
ditrima,diterima
tanggungjwb,tanggung jawab
ak,aku
telusuri,telusuri
memenuhi,memenuhi
ouh,oh
mainan,mainan
diretur,diretur
mengisi,mengisi
cansel,cancel
jawabanya,jawabannya
hehehe,hehe
sbntar,sebentar
dilanjutkan,dilanjutkan
cma,cuma
pastinya,pastinya
plapak,pelapak
perbaikan,perbaikan
duluan,terlebih dahulu
php,php
pnjual,penjual
tertipu,tertipu
semalem,semalam
beritahu,beri tahu
belinya,belinya
tx,terima kasih
memberitahukan,memberitahukan
duitnya,duitnya
kalimantan,Kalimantan
terlihat,terlihat
ryan,Ryan
dilaporkan,dilaporkan
bayarnya,bayarnya
mengunggah,mengunggah
kedepan,kedepan
terupdate,ter-update
yess,yes
sandhya,Sandhya
tabungan,tabungan
blnja,belanja
al,al
mnunggu,menunggu
nyambung,menyambung
perlukan,perlukan
zenfone,Zenfone
pencerahannya,pencerahannya
kepuasan,kepuasan
sja,saja
ditambah,ditambah
anehnya,anehnya
tlf,telepon
sbb,sebab
meng,meng
kecewakan,kecewakan
bntuan,bantuan
mendingan,mendingan
bukalapk,Bukalapak
lbih,lebih
pencerahan,pencerahan
melainkan,melainkan
kekurangan,kekurangan
belim,belum
orangnya,orangnya
ngetik,mengetik
cancle,cancel
kesana,kesana
selanjut,selanjut
pesann,pesan
tnggal,tinggal
sata,sata
bgmna,bagaimana
meneruskan,meneruskan
btw,btw
sekiranya,sekiranya
kirimannya,kirimannya
kebayoran,Kebayoran
iyh,iya
kox,kok
bgni,begini
bisaa,bisa
kodenya,kodenya
sebanyak,sebanyak
dialihkan,dialihkan
ditangan,ditangan
datanya,datanya
nma,nama
sebenernya,sebenarnya
ta,ta
berkali-kali,berkali-kali
mbaa,mbak
membuka,membuka
dpat,dapat
sekrng,sekarang
bersedia,bersedia
nokia,Nokia
diusahakan,diusahakan
kirimin,kirimkan
maksutnya,maksudnya
sesama,sesama
menyuruh,menyuruh
katakan,katakan
sumatera,Sumatera
dijelaskan,dijelaskan
terpercaya,terpercaya
diketerangan,di keterangan
inj,ini
dterima,diterima
prihal,perihal
trimaksh,terima kasih
revan,Revan
tgal,tanggal
ituh,itu
mao,mau
oiya,oh iya
masuknya,masuknya
semakin,semakin
hmm,hmm
dibekukan,dibekukan
se,se
trma,terima
okelah,okelah
apanya,apanya
maen,main
mslah,masalah
updatenya,update-nya
halooo,hai
jk,jk
syaa,saya
kepihak,kepihak
bnr,benar
mentransfer,men-transfer
peringatan,peringatan
percakapan,percakapan
gunanya,gunanya
menekan,menekan
dimulai,dimulai
transper,transfer
doank,saja
disebutkan,disebutkan
terbaik,terbaik
sdgkan,sedangkan
dimna,di mana
setatusnya,statusnya
menginput,meng-input
timbangan,timbangan
berstatus,berstatus
jwbn,jawaban
tansaksi,transaksi
indo,Indonesia
perbedaan,perbedaan
sekarng,sekarang
dikasi,dikasi
dialamat,dialamat
dicari,dicari
brngnya,barangnya
sejauh,sejauh
balikpapan,Balikpapan
trackingnya,tracking-nya
pebruari,Februari
dteng,datang
dipick,di-pick
diinfo,diinfo
kenyamanan,kenyamanan
berwajib,berwajib
kealamat,kealamat
mnerima,menerima
slh,salah
ketiga,ketiga
teransaksi,transaksi
riau,Riau
dianter,diantar
indramayu,Indramayu
tertanggal,tertanggal
bukalapakcom,bukalapak.com
ber,ber
bersamaan,bersamaan
cikarang,Cikarang
dibandung,dibandung
komplin,komplain
